movieId,values,metadata
105954,"[-0.0729549452662468, -0.01413370855152607, 0.0036496894899755716, -0.04689018055796623, 0.053578902035951614, -0.020017679780721664, 0.07302431762218475, -0.02216320112347603, 0.04434514418244362, -0.0068967342376708984, -0.010948892682790756, 0.021850990131497383, -0.05578820779919624, -0.020810727030038834, 0.004405756946653128, -0.006265898700803518, 0.04322119429707527, -0.00973440334200859, -0.08196910470724106, -0.06142229214310646, -0.004573937505483627, -0.04010549187660217, -0.03083205223083496, 0.01803172565996647, 0.028957823291420937, 0.08789001405239105, 0.019710613414645195, 0.005802963860332966, 0.08098257333040237, -0.08369184285402298, 0.005841012578457594, 0.0036631450057029724]","{'movie_id': 105954, 'title': 'All Is Lost (2013)', 'imdb_id': 2017038, 'genres': 'Action|Adventure|Drama'}"
106062,"[-0.09164783358573914, -0.02854081802070141, 0.05398603528738022, -0.02752482146024704, -0.00646545272320509, 0.0035803201608359814, 0.09862013161182404, 0.0857309028506279, -0.035287439823150635, 0.01740630902349949, -0.018106263130903244, -0.03494942933320999, 0.01339349802583456, -0.017919186502695084, 0.05633541941642761, 0.08023567497730255, -0.05027894303202629, -0.048204824328422546, -0.0329376682639122, 0.019648276269435883, 0.04223839193582535, 0.029393203556537628, -0.03170807287096977, -0.0444391667842865, -0.025891628116369247, 0.08754438161849976, 0.050230734050273895, -0.014151998795568943, -0.02035665512084961, -0.06823179125785828, -0.015298372134566307, -0.06677116453647614]","{'movie_id': 106062, 'title': 'Jackass Presents: Bad Grandpa (2013)', 'imdb_id': 3063516, 'genres': 'Comedy'}"
106144,"[0.060625653713941574, 0.0206972174346447, 0.07174109667539597, -0.020179087296128273, 0.022900143638253212, 0.046636611223220825, 0.029951462522149086, -0.008760964497923851, -0.039604753255844116, 0.022752799093723297, 0.006441100034862757, 0.05715010315179825, -0.00046323431888595223, 0.011164281517267227, 0.08718141168355942, -0.03027193620800972, -0.08459198474884033, -0.06268373876810074, -0.044089771807193756, 0.07491175830364227, -0.04878677427768707, -0.04699080064892769, 0.00028902944177389145, -0.05489189550280571, -0.04991395026445389, -0.02956518530845642, -0.02589833177626133, 0.022226888686418533, -0.005457529332488775, 0.0222335122525692, 0.023224057629704475, 0.04311709105968475]","{'movie_id': 106144, 'title': 'Selfish Giant, The (2013)', 'imdb_id': 2304426, 'genres': 'Drama'}"
106438,"[-0.005924680735915899, 0.034979868680238724, -0.01995236985385418, -0.0026654561515897512, -0.06511756032705307, -0.04608926549553871, 0.015507880598306656, 0.06929691135883331, 0.06884537637233734, 0.005517046432942152, -0.020793041214346886, -0.020147938281297684, -0.03061581961810589, 0.04025479778647423, -0.00818423368036747, 0.05280524119734764, 0.029007432982325554, 0.023422028869390488, 0.033876772969961166, 0.003923917654901743, 0.022893432527780533, -0.061546120792627335, 0.0034729326143860817, 0.07796382158994675, -0.005293275695294142, -0.025408076122403145, 0.029598021879792213, 0.08528950065374374, -0.03468957915902138, -0.010161252692341805, -0.04048731550574303, -0.023217197507619858]","{'movie_id': 106438, 'title': 'Philomena (2013)', 'imdb_id': 2431286, 'genres': 'Comedy|Drama'}"
106540,"[0.011500795371830463, -0.05702529475092888, 0.016202861443161964, -0.03537016734480858, 0.016973506659269333, -0.0360780730843544, 0.014606007374823093, 0.04525874927639961, 0.020499147474765778, -0.04761752858757973, -0.0149803776293993, 0.041864100843667984, 0.04495421051979065, 0.011295606382191181, 0.07306909561157227, -0.02529984712600708, 0.08156674355268478, -0.03701131418347359, -0.05206535384058952, 0.01676078327000141, 0.01487183477729559, 0.011273943819105625, 0.017579907551407814, 0.01811978407204151, 0.005983234383165836, 0.00587979843840003, 0.017251454293727875, -0.0068292515352368355, 0.03894142806529999, -0.01352528017014265, 0.03624844178557396, -0.06352227926254272]","{'movie_id': 106540, 'title': 'Delivery Man (2013)', 'imdb_id': 2387559, 'genres': 'Comedy'}"
106594,"[-0.05106298625469208, 0.022398894652724266, -0.07199635356664658, 0.05863398686051369, -0.06840579956769943, 0.04458528757095337, 0.00011742312926799059, 0.021770117804408073, -0.08151086419820786, 0.08785757422447205, 0.02204137109220028, -0.07788129150867462, 0.008723655715584755, -0.015089823864400387, -0.02073485590517521, -0.06205904483795166, 0.031527068465948105, 0.01428074948489666, 0.0179122481495142, -0.10208817571401596, 0.06492187082767487, 0.036868371069431305, -0.05094398930668831, -0.016421163454651833, 0.02720920741558075, 0.004434754606336355, 0.0711546391248703, -0.08464334160089493, 0.06886248290538788, 0.08402493596076965, -0.02982451394200325, 0.026379672810435295]","{'movie_id': 106594, 'title': 'Red Flag (2012)', 'imdb_id': 2147048, 'genres': 'Comedy|Drama|Romance'}"
106642,"[0.0010825060307979584, -0.06584768742322922, -0.01723410002887249, -0.07621949911117554, 0.019633539021015167, -0.009479772299528122, -0.08309613168239594, -0.009270825423300266, 0.014133533462882042, 0.0686347484588623, -0.014154543168842793, 0.04202824831008911, -0.006026719231158495, 0.02441476471722126, -0.025574060156941414, -0.017460832372307777, 0.022008711472153664, -0.005792705342173576, -0.06668931245803833, 0.105232834815979, -0.02061787247657776, 0.007746019400656223, -0.01753988116979599, 0.08301358669996262, -0.05620206519961357, -0.0019325112225487828, 0.021661050617694855, 0.01019387785345316, -0.021019302308559418, 0.038479357957839966, -0.03285974636673927, 0.003295872127637267]","{'movie_id': 106642, 'title': 'Day of the Doctor, The (2013)', 'imdb_id': 2779318, 'genres': 'Adventure|Drama|Sci-Fi'}"
106696,"[0.028575031086802483, 0.008152127265930176, 0.03309807553887367, -0.06482359021902084, -0.0590352937579155, -0.0742620974779129, -0.08198471367359161, 0.0054536862298846245, 0.030017683282494545, -0.057382021099328995, 0.027279112488031387, 0.015835804864764214, -0.01766585186123848, 0.03651957958936691, 0.008310897275805473, -0.03199310973286629, -0.027205687016248703, -0.02603197656571865, -0.014842845499515533, -0.00983031839132309, 0.005253239534795284, 0.05789675936102867, -0.09712573885917664, 0.03720433637499809, -0.04875514656305313, 0.03456038236618042, -0.06127738580107689, 0.021538235247135162, 0.044827964156866074, 0.01962161250412464, 0.005365665070712566, -0.04838533699512482]","{'movie_id': 106696, 'title': 'Frozen (2013)', 'imdb_id': 2294629, 'genres': 'Adventure|Animation|Comedy|Fantasy|Musical|Romance'}"
106766,"[0.017148125916719437, -0.04244348034262657, -0.0880250334739685, 0.03214220702648163, -0.08351683616638184, -0.012256914749741554, -0.0205671489238739, -0.04258883744478226, -0.06254998594522476, 0.040921397507190704, -0.028921620920300484, -0.03515603393316269, 0.04493612423539162, 0.007948084734380245, 0.037464648485183716, -0.021994350478053093, -0.03974917531013489, -0.03272765874862671, 0.027894284576177597, 0.03247777745127678, 0.025161832571029663, 0.059181105345487595, 0.032697923481464386, -0.0354386605322361, -0.01438070833683014, -0.03297663852572441, -0.05362521484494209, -0.06533251702785492, -0.022709516808390617, -0.020309263840317726, -0.024357575923204422, -0.05929914861917496]","{'movie_id': 106766, 'title': 'Inside Llewyn Davis (2013)', 'imdb_id': 2042568, 'genres': 'Drama'}"
106785,"[-0.0610089972615242, 0.033507898449897766, 0.012861824594438076, -0.03189680725336075, 0.010311014950275421, -0.013294284231960773, 0.004056259989738464, 0.009104176424443722, -0.006376444827765226, 0.007745102979242802, -0.036755092442035675, -0.08327946811914444, -0.012729699723422527, -0.0318496935069561, -0.0034052894916385412, 0.051144059747457504, 0.027413154020905495, -0.04184567928314209, -0.01029746700078249, 0.010230936110019684, -0.003911512438207865, -0.01814478263258934, -0.022519731894135475, -0.025855572894215584, 0.05191370099782944, 0.030782725661993027, -0.06603776663541794, 0.012904382310807705, 0.006155179347842932, -0.07797554135322571, 0.045974984765052795, -0.005678748246282339]","{'movie_id': 106785, 'title': 'Homefront (2013)', 'imdb_id': 2312718, 'genres': 'Action|Crime|Thriller'}"
106839,"[-0.025665316730737686, -0.06502633541822433, 0.0397198311984539, -0.02744411490857601, -0.018816836178302765, 0.04512057453393936, -0.03749719262123108, -0.05908121168613434, -0.03982499986886978, -0.020307699218392372, -0.02894117869436741, -0.003894168883562088, 0.023316795006394386, 0.04599825292825699, -0.05196354165673256, -0.004564015194773674, -0.0583692267537117, 0.05015048012137413, 0.003367781639099121, -0.05652861297130585, -0.018320070579648018, -0.023814374580979347, 0.007824793457984924, -0.011456324718892574, 0.009036902338266373, -0.06527695059776306, 0.053825195878744125, 0.0220685712993145, -0.05187425762414932, -0.037060126662254333, -0.006624453701078892, 0.0364493690431118]","{'movie_id': 106839, 'title': 'Mandela: Long Walk to Freedom (2013)', 'imdb_id': 2304771, 'genres': 'Drama'}"
106889,"[0.07448378205299377, 0.028424827381968498, 0.006372604053467512, -0.0035677829291671515, -0.019285865128040314, -0.006998919881880283, 0.005192141979932785, -0.0359855554997921, 0.008591985329985619, 0.01506026741117239, -0.021336006000638008, -0.02929592691361904, -0.06764912605285645, -0.07155239582061768, -0.07063410431146622, -0.0389886200428009, 0.03161011263728142, 0.06895510107278824, -0.0068894620053470135, -0.001611414598301053, 0.005694007501006126, 0.03123650513589382, -0.03596207872033119, -0.02080420032143593, 0.034736379981040955, -0.009180649183690548, -0.025997968390583992, 0.08877310901880264, 0.011365687474608421, 0.01913207769393921, 0.07215379923582077, 0.029207972809672356]","{'movie_id': 106889, 'title': ""Tim's Vermeer (2013)"", 'imdb_id': 3089388, 'genres': 'Documentary'}"
107141,"[-0.03371342271566391, -0.011056043207645416, -0.03994426503777504, -0.05016259104013443, -0.03788401558995247, 0.02968405745923519, -0.0008752780850045383, -0.007478763349354267, 0.017035625874996185, -0.0033693616278469563, -0.027177464216947556, -0.050872452557086945, 0.0738251581788063, -0.037187084555625916, -0.05321602150797844, -0.0023742723278701305, 0.00691284378990531, -0.07358874380588531, -0.00945288222283125, 0.037669938057661057, 0.006676795892417431, 0.10284546762704849, -0.02464893087744713, 0.048765260726213455, -0.04444417357444763, -0.10552170872688293, 0.05792166292667389, 0.06055406108498573, 0.004298396874219179, -0.07399825751781464, 0.03634851425886154, 0.015364577993750572]","{'movie_id': 107141, 'title': 'Saving Mr. Banks (2013)', 'imdb_id': 2140373, 'genres': 'Comedy|Drama'}"
107338,"[0.03104202263057232, -0.03148312866687775, 0.011853343807160854, 0.011287090368568897, 0.032155923545360565, 0.009730560705065727, -0.004768874496221542, -0.03519358113408089, 0.02445526234805584, -0.030302856117486954, -0.0831679254770279, -0.02526134066283703, -0.06050555780529976, 0.07203737646341324, 0.0540367029607296, -0.02716382034122944, -0.059885185211896896, -0.04673342406749725, 0.0029576155357062817, -0.060682062059640884, -0.004417102318257093, -0.01238784659653902, -0.011462589725852013, 0.036213796585798264, -0.044662680476903915, 0.07606141269207001, 0.033096831291913986, -0.007574004586786032, -0.06911218911409378, -0.025871898978948593, -0.04038276895880699, 0.028431780636310577]","{'movie_id': 107338, 'title': 'Dampfnudelblues (2013)', 'imdb_id': 2969050, 'genres': 'Comedy|Crime'}"
107436,"[-0.07363791763782501, -0.0953170657157898, 0.025617744773626328, -0.012469750829041004, 0.0007374742417596281, 0.08390369266271591, 0.05374336615204811, -0.05519303306937218, 0.010689353570342064, 0.05612980201840401, 0.04008838161826134, 0.0007670258637517691, -0.05187597498297691, 0.058376744389534, -0.01284292433410883, -0.04812510311603546, 0.015916304662823677, -0.04214382544159889, -0.06332866847515106, 0.003136357059702277, -0.029935026541352272, -0.01267275121062994, -0.07414926588535309, -0.054758936166763306, -0.035046983510255814, 0.03177244961261749, 0.012177631258964539, 0.035371530801057816, 0.002977876691147685, 0.008875207975506783, -0.029057718813419342, 0.08418083190917969]","{'movie_id': 107436, 'title': 'Haunter (2013)', 'imdb_id': 2345567, 'genres': 'Horror|Mystery|Thriller'}"
107447,"[-0.026010707020759583, 0.008184338919818401, 0.03466752544045448, 0.0665983334183693, 0.04732868820428848, -0.0939113199710846, -0.00803835317492485, -0.000490351056214422, -0.07049428671598434, 0.040345583111047745, -0.012776616029441357, -0.04770250990986824, 0.0007369184168055654, -0.011622445657849312, -0.0007313872338272631, 0.08654634654521942, -0.05552187189459801, 0.03706660866737366, -0.00933127012103796, -0.02278560772538185, -0.05855662375688553, 0.0299622043967247, 0.006039691157639027, -0.11036942899227142, -0.006401351653039455, -0.02200348861515522, 0.059775210916996, 0.020552275702357292, -0.04342016950249672, 0.0009271486778743565, -0.07454423606395721, 0.05282149091362953]","{'movie_id': 107447, 'title': 'Wrong Cops (2013)', 'imdb_id': 2166616, 'genres': 'Comedy|Crime'}"
107462,"[-0.04820238798856735, -0.0366477444767952, 0.031017934903502464, 0.05501554533839226, -0.05936988443136215, 0.058255068957805634, -0.026681680232286453, -0.03982137143611908, -0.037127215415239334, -0.002265098737552762, -0.0026079595554620028, -0.007991937920451164, -0.09169521927833557, -0.02223675325512886, -0.025743087753653526, 0.0002611169475130737, 0.03112850710749626, 0.011544373817741871, 0.07886025309562683, -0.008996400982141495, -0.02285708300769329, -0.023602958768606186, -0.002978372620418668, -0.011266645975410938, 0.023323219269514084, -0.0677313432097435, -0.012999420054256916, -0.09854160994291306, 0.011768050491809845, -0.026395650580525398, 0.011347725987434387, -0.03052070364356041]","{'movie_id': 107462, 'title': 'Ninja: Shadow of a Tear (2013)', 'imdb_id': 2458106, 'genres': 'Action|Crime|Thriller'}"
107565,"[-0.008384394459426403, 0.04374316707253456, -0.037194978445768356, -0.0715850368142128, 0.044297974556684494, -0.011228916235268116, -0.01976979710161686, 0.034146763384342194, -0.1012641191482544, 0.039579395204782486, 0.03176349774003029, 0.05054507777094841, -0.014619996771216393, 0.014100232161581516, 0.03589567169547081, 0.02127399668097496, 0.005707337521016598, 0.032601796090602875, -0.051358360797166824, -0.07700760662555695, 0.011377746239304543, -0.02225080505013466, 0.07570674270391464, 0.04778221994638443, 0.04995602369308472, 0.02826044335961342, -0.03632158786058426, 0.10063544660806656, 0.006616425234824419, 0.05214790627360344, -0.011693378910422325, 0.09490211308002472]","{'movie_id': 107565, 'title': 'Fuck You, Goethe (Fack Ju Göhte) (2013)', 'imdb_id': 2987732, 'genres': 'Comedy'}"
107780,"[-0.0010013413848355412, 0.02741204760968685, -0.05775269865989685, -0.05598157271742821, -0.005130929872393608, 0.012644167989492416, -0.04897207021713257, -0.08382899314165115, -0.045406587421894073, -0.005160090513527393, 0.08861448615789413, 0.039208561182022095, -0.0719856396317482, -0.0165886040776968, 0.008138839155435562, 0.013409759849309921, -0.028762230649590492, 0.06080975756049156, -0.015581797808408737, -0.02977767027914524, 0.04798339307308197, -0.037898048758506775, 0.0644339844584465, -0.037520796060562134, 0.01458266656845808, 0.0016790549270808697, 0.05646733194589615, -0.03501380607485771, -0.044179920107126236, 0.046180516481399536, -0.06177143752574921, -0.014489883556962013]","{'movie_id': 107780, 'title': 'Cats (1998)', 'imdb_id': 2227830, 'genres': 'Musical'}"
107951,"[0.018186943605542183, -0.0528838112950325, -0.027423730120062828, -0.02038097381591797, 0.05066903308033943, -0.062367383390665054, -0.06349921971559525, 0.027739282697439194, -0.010156438685953617, 0.04670655354857445, 0.002518773777410388, -0.04487836733460426, -0.03427090495824814, 0.052450112998485565, 0.05442821979522705, -0.010573928244411945, -0.06519946455955505, 0.0157273281365633, 0.06871597468852997, 0.03410634025931358, -0.034464024007320404, -0.07463737577199936, -0.030943049117922783, 0.018772484734654427, -0.023733459413051605, 0.030655313283205032, 0.030031882226467133, -0.05080501362681389, -0.0031326599419116974, -0.01439735572785139, -0.09265710413455963, -0.024993950501084328]","{'movie_id': 107951, 'title': 'Hunting Elephants (2013)', 'imdb_id': 2295196, 'genres': 'Comedy|Crime'}"
107953,"[-0.06656217575073242, -0.05366853252053261, 0.03004312515258789, -0.015472505241632462, -0.021922394633293152, 0.05409199371933937, 0.007393470034003258, 0.018172983080148697, 0.03480654954910278, 0.08693934231996536, 0.00482202460989356, -0.0768522098660469, -0.09410982578992844, -0.059725020080804825, 0.015600141137838364, -0.029002828523516655, -0.05205751582980156, 0.06868544965982437, -0.021350912749767303, -0.015687808394432068, 0.06988122314214706, 0.013400521129369736, 0.05429018288850784, -0.017289981245994568, -0.02416505105793476, 0.0024255956523120403, 0.0033277671318501234, -0.06486070901155472, -0.09278309345245361, 0.0033254807349294424, -0.021164726465940475, -0.009374255314469337]","{'movie_id': 107953, 'title': 'Dragon Ball Z: Battle of Gods (2013)', 'imdb_id': 2263944, 'genres': 'Action|Animation|Fantasy|IMAX'}"
107962,"[0.01022335048764944, -0.037799373269081116, 0.015172869898378849, -0.04045521840453148, 0.06162242963910103, -0.02052672579884529, -0.0024093904066830873, -0.0018004978774115443, 0.05554274469614029, -0.023379530757665634, 0.06988277286291122, 0.06928420811891556, -0.008328910917043686, -0.025945033878087997, 0.010791893117129803, 0.08399877697229385, -0.021122727543115616, 0.03573064133524895, 0.06195821240544319, -0.051414672285318375, 0.008614836260676384, -0.013461792841553688, 0.0007113312021829188, 0.07435355335474014, 0.01460134144872427, -0.0699135959148407, -0.00014669084339402616, -0.0021844333969056606, 0.047775425016880035, 0.008505687117576599, -0.058489762246608734, -0.03386266157031059]","{'movie_id': 107962, 'title': 'Freezer (2014)', 'imdb_id': 2325002, 'genres': 'Action|Thriller'}"
107997,"[-0.03969664126634598, -0.05743860453367233, 0.0069596837274730206, -0.006981088314205408, 0.06334284693002701, 0.01049545407295227, 0.045006170868873596, 0.06734579056501389, -0.02848057635128498, 0.05339246243238449, 0.03693850710988045, -0.018526418134570122, 0.06287739425897598, 0.03911728784441948, -0.008906290866434574, 3.6148729122942314e-05, -0.08632033318281174, 0.060524970293045044, 0.004208088386803865, 0.03871822729706764, 0.01668529398739338, -0.0012158049503341317, -0.0062900627963244915, 0.04332759976387024, -0.07734377682209015, -0.024220239371061325, 0.004373868461698294, -0.0619715191423893, 0.0718214362859726, 0.005563281010836363, -0.033128220587968826, -0.08579466491937637]","{'movie_id': 107997, 'title': 'We Are What We Are (2013)', 'imdb_id': 2309021, 'genres': 'Drama|Horror|Mystery|Thriller'}"
108729,"[0.10501525551080704, 0.0070573496632277966, -0.10636916011571884, -0.0054505267180502415, -0.045588862150907516, -0.025742122903466225, -0.06382741779088974, -0.04249611869454384, -0.04758807644248009, -0.008912330493330956, 0.00492379255592823, 0.005671035498380661, 0.05018593743443489, -0.019710548222064972, -0.020351704210042953, 0.03669487312436104, 0.021342847496271133, -0.04261216148734093, 0.006327713839709759, -0.06435923278331757, -0.01691911183297634, 0.034143295139074326, 0.00712470430880785, 0.012459862045943737, 0.0223066583275795, 0.010811991058290005, 0.04989347606897354, 0.018148353323340416, -0.00021290581207722425, 0.07669664174318314, 0.006963734049350023, -0.0540958009660244]","{'movie_id': 108729, 'title': 'Enemy (2013)', 'imdb_id': 2316411, 'genres': 'Mystery|Thriller'}"
108928,"[0.011922702193260193, -0.05776035040616989, 0.030779879540205002, 0.055557914078235626, 0.04090745374560356, -0.07801622152328491, -0.10075020790100098, -0.01556464284658432, -0.03575035184621811, -0.027365369722247124, -0.052491288632154465, -0.06496027857065201, -0.0019154750043526292, -0.022361962124705315, -0.03240535035729408, 0.04692129045724869, -0.012269454076886177, 0.07156788557767868, -0.006455133203417063, -0.02843366749584675, -0.07640554755926132, -0.07459405064582825, -0.06519994884729385, 0.07655941694974899, 0.019762087613344193, -0.024785693734884262, -0.03617660701274872, 0.07377788424491882, -0.0900094285607338, 0.0030462178401649, 0.09762634336948395, -0.027855131775140762]","{'movie_id': 108928, 'title': 'Monuments Men, The (2014)', 'imdb_id': 2177771, 'genres': 'Action|Drama|War'}"
108949,"[0.0679503083229065, -0.07275160402059555, -0.055210404098033905, 0.008905671536922455, 0.06353060156106949, -0.038301821798086166, -0.024158889427781105, 0.018449656665325165, -0.015528053976595402, -0.002825498580932617, -0.05594848096370697, -0.06920202076435089, 0.02089376375079155, 0.03399842977523804, -0.10216911882162094, 0.047956500202417374, 0.020724620670080185, -0.02975284866988659, 0.01579214446246624, -0.07973221689462662, -0.002373326802626252, -0.059672802686691284, -0.00834521371871233, 0.0003377505636308342, 0.03446131572127342, -0.03614332154393196, -0.030828319489955902, 0.053850263357162476, -0.08100473880767822, -0.013702702708542347, 0.016888871788978577, 0.039252012968063354]","{'movie_id': 108949, 'title': 'Art of the Steal, The (2013)', 'imdb_id': 2172985, 'genres': 'Crime'}"
108981,"[-0.019175050780177116, 0.01920909248292446, -0.0313490591943264, -0.022351520135998726, 0.03890857845544815, -0.021959632635116577, 0.10318107157945633, 0.03319578990340233, -0.018698571249842644, -0.07322916388511658, 0.04427541047334671, -0.025539543479681015, -0.07304774224758148, 0.08142959326505661, -0.016410719603300095, 0.022407621145248413, -0.046134188771247864, 0.03793860599398613, -0.05712838098406792, 0.012707160785794258, -0.0024492668453603983, -0.05177324637770653, -0.025790974497795105, 0.02065403200685978, 0.07986634224653244, -0.027491753920912743, 0.026711655780673027, 0.004996864590793848, 0.06435278058052063, 0.02572849579155445, 0.004612998105585575, 0.04484904929995537]","{'movie_id': 108981, 'title': 'Nymphomaniac: Volume II (2013)', 'imdb_id': 2382009, 'genres': 'Drama|Mystery'}"
109161,"[0.011435809545218945, 0.056010741740465164, 0.018736163154244423, -0.06337232887744904, -0.03544449806213379, 0.08164852112531662, -0.0657847449183464, 0.012395964004099369, -0.09287884086370468, -0.006379571743309498, 0.029716312885284424, 0.02459944598376751, 0.0889059454202652, 0.008917853236198425, -0.07300904393196106, -0.07184242457151413, 0.04226014390587807, 0.07158761471509933, 0.08364373445510864, 0.003279779339209199, 0.06989137828350067, 0.07034794986248016, -0.00173335918225348, 0.009064994752407074, 0.005555169656872749, 0.04675552621483803, 0.06309440732002258, -0.040188342332839966, 0.021393736824393272, 0.023440279066562653, 0.0034146474208682775, -0.03933820128440857]","{'movie_id': 109161, 'title': 'Venus in Fur (La Vénus à la fourrure) (2013)', 'imdb_id': 2406252, 'genres': 'Drama'}"
109187,"[0.02040783315896988, -0.0800056979060173, 0.021074235439300537, -0.08686333149671555, -0.08091520518064499, -0.08318323642015457, -0.040611639618873596, -0.0469038151204586, -0.009582055732607841, 0.07451361417770386, 0.022046366706490517, -0.03208063542842865, -0.10438434779644012, 0.030597735196352005, -0.01633852906525135, -0.026937395334243774, 0.0585201121866703, 0.06130022555589676, -0.03921985998749733, -0.07327066361904144, 0.0502641499042511, -0.08722814172506332, -0.004161020275205374, -0.07439561933279037, 0.0397946797311306, -0.013511769473552704, -0.011889241635799408, 0.005396716762334108, 0.0061005474999547005, -0.016497841104865074, 0.05557204410433769, 0.029027948155999184]","{'movie_id': 109187, 'title': 'Zero Theorem, The (2013)', 'imdb_id': 2333804, 'genres': 'Drama|Fantasy|Sci-Fi'}"
109295,"[0.02830161154270172, 0.06075526028871536, -0.08069752901792526, -0.02137221209704876, -0.08343635499477386, 0.023248746991157532, 0.0037411521188914776, -0.0747879222035408, -0.022194959223270416, 0.0244623813778162, -0.03641032427549362, 0.046701475977897644, -0.10149538516998291, -0.007026131264865398, -0.05962304770946503, 0.0060726008377969265, 0.003946735057979822, 0.01836748793721199, 0.010262100026011467, -0.10036616772413254, 0.016358720138669014, -0.044620394706726074, 0.02294282056391239, 0.019249320030212402, 0.008354559540748596, 0.10309421271085739, -0.0186617411673069, 0.01616695336997509, 0.028225954622030258, 0.051303431391716, -0.03164936229586601, 0.01719064824283123]","{'movie_id': 109295, 'title': 'Cold Comes the Night (2013)', 'imdb_id': 2511428, 'genres': 'Crime|Drama|Thriller'}"
109374,"[-0.10435594618320465, -0.03513037785887718, 0.05047478899359703, 0.0849243551492691, 0.023225339129567146, -0.06938894838094711, -0.001963375136256218, -0.013057946227490902, -0.026571178808808327, -0.0846296027302742, -0.004741980694234371, 0.0347633957862854, -0.07293418049812317, 0.03543673828244209, -0.002019579289481044, -0.003297579474747181, 0.07874176651239395, -0.02367115579545498, 0.016202561557292938, -0.025761203840374947, 0.015268892049789429, -0.02643475867807865, -0.04077157750725746, 0.023015901446342468, 0.0017028808360919356, 0.008177826181054115, -0.04803687334060669, -0.08294785022735596, -0.012199142016470432, -0.08540010452270508, -0.010991535149514675, -0.029658455401659012]","{'movie_id': 109374, 'title': 'Grand Budapest Hotel, The (2014)', 'imdb_id': 2278388, 'genres': 'Comedy|Drama'}"
109383,"[0.060314930975437164, -0.021113937720656395, -0.05123399198055267, 0.027676492929458618, 0.006217431742697954, -0.013199224136769772, 0.021114518865942955, -0.04662296548485756, -0.0800037756562233, -0.00883054081350565, 0.10137782245874405, 0.014663171023130417, -0.012472125701606274, -0.0938292071223259, -0.021931160241365433, 0.07388536632061005, 0.007790323346853256, 0.0919230580329895, -0.03509782627224922, 0.029711993411183357, 0.01322619803249836, 0.0519176609814167, 0.08472510427236557, -0.025347936898469925, 0.07202008366584778, -0.049256328493356705, -0.04025615006685257, -0.04042857885360718, 0.05979536473751068, -0.08507280051708221, 0.004481491632759571, 0.05521579831838608]","{'movie_id': 109383, 'title': 'Oversimplification of Her Beauty, An (2012)', 'imdb_id': 2073520, 'genres': 'Animation|Comedy|Drama|Romance'}"
109569,"[-0.006416711490601301, -0.05536361411213875, -0.002047339454293251, -0.056871913373470306, -0.0363287590444088, -0.03605124354362488, 0.017726678401231766, -0.028798598796129227, 0.039412956684827805, 0.06627589464187622, -0.01443240512162447, -0.020753296092152596, 0.0017463003750890493, -0.004080015234649181, -0.0018707271665334702, 0.03383411094546318, 0.010045700706541538, 0.04792232811450958, -0.0022054759319871664, -0.05025112256407738, -0.10668651759624481, -0.01883758418262005, -0.05317840352654457, 0.014692574739456177, -0.018563881516456604, -0.05157967656850815, -0.023231325671076775, 0.047736600041389465, -0.0631524920463562, 0.03035667911171913, 0.026689374819397926, -0.012888590805232525]","{'movie_id': 109569, 'title': '3 Days to Kill (2014)', 'imdb_id': 2172934, 'genres': 'Action|Crime|Drama'}"
109576,"[0.02593207359313965, -0.04525692015886307, -0.06501978635787964, -0.03093351051211357, -0.008730885572731495, 0.016446107998490334, 0.04184660315513611, -0.05488522723317146, -0.00429539754986763, 0.017656128853559494, 0.039986319839954376, -0.07720840722322464, 0.043729133903980255, -0.07642479985952377, -0.04896685108542442, 0.015521170571446419, 0.07051921635866165, 0.00026169404736720026, -0.04801096022129059, 0.04731442779302597, -0.07978861033916473, 0.0353388749063015, 0.01174982264637947, 0.09420955181121826, 0.04066743329167366, 0.017518065869808197, -0.006560486741364002, 0.09236878156661987, 0.06858998537063599, 0.03429829701781273, -0.0418408066034317, -0.00322479335591197]","{'movie_id': 109576, 'title': 'Welcome to the Jungle (2013)', 'imdb_id': 2193265, 'genres': 'Comedy'}"
109578,"[0.007254514377564192, -0.04541972652077675, -0.07866837829351425, 0.01549601648002863, 0.03004860132932663, -0.014934655278921127, -0.04705124720931053, 0.050776198506355286, -0.007218477316200733, 0.01949809305369854, -0.02359393611550331, -0.021338244900107384, -0.018777161836624146, 0.0005219776066951454, 0.024357611313462257, 0.05858233571052551, -0.06169484183192253, 0.038414303213357925, 0.01541737001389265, 0.033690303564071655, 0.08382652699947357, 0.03092365898191929, 0.03591810166835785, -0.043866824358701706, -0.015885043889284134, 0.03012916073203087, 0.01971820741891861, -0.08312136679887772, -0.019300291314721107, -0.027242908254265785, -0.019894372671842575, 0.010093070566654205]","{'movie_id': 109578, 'title': 'Non-Stop (2014)', 'imdb_id': 2024469, 'genres': 'Action|Mystery|Thriller'}"
